row_id,x,y,accuracy,time,place_id
17594618,2.4367,1.3476,165,180633,1188605085
17595230,2.3285,1.1394,66,200792,3588028567
17595269,2.1615,1.1218,46,438393,1732563460
17596661,2.2494,1.4965,65,580109,4588090734
17596732,2.2796,1.2278,11,285288,8972450409
17597563,2.275,1.2378,76,162520,8505496580
17597859,2.2919,1.2532,461,29282,8505496580
17598498,2.3027,1.1777,6,380315,2137941546
17598508,2.2134,1.3543,74,436118,8074414179
17598543,2.0058,1.1924,23,770617,4729896908
17599362,2.071,1.3001,163,358237,6854303457
17599739,2.0103,1.4547,28,558119,8494434762
17600220,2.4794,1.3016,158,732155,6781827422
17600521,2.2814,1.4576,56,555882,7038685199
17601947,2.105,1.138,67,343211,4231692509
17602599,2.1912,1.3557,7,320431,8904900131
17603133,2.4052,1.1619,64,602786,6438240873
17603205,2.1218,1.3469,10,365340,6471977529
17605020,2.2008,1.386,75,735285,7021063988
17605046,2.2439,1.1307,71,57739,3513732261
17605507,2.1675,1.4664,160,25476,3439753948
17605638,2.4774,1.0473,65,31492,8841908386
17605655,2.0014,1.2241,1,330631,3459043356
17605722,2.4298,1.0518,6,750236,1314542379
17606165,2.0669,1.3939,7,346664,7021063988
17606896,2.2616,1.4615,100,372134,8653170713
17606911,2.4823,1.2388,62,728655,6787040850
17607716,2.388,1.0716,64,672869,3411026024
17607963,2.1495,1.0238,5,606665,8687844587
17609293,2.3116,1.3822,32,663402,7663031065
17609298,2.2903,1.0336,22,710524,2178744887
17609655,2.0259,1.4753,283,35227,6936126097
17609686,2.4712,1.3388,74,582524,4168031615
17609745,2.0302,1.4908,63,466099,6936126097
17610676,2.0067,1.3945,73,731245,7021063988
17611055,2.3517,1.247,13,750382,5943393344
17611328,2.2658,1.0614,46,602461,1860460399
17612052,2.4127,1.1673,756,386235,2137941546
17612441,2.1195,1.4726,60,596947,2074133146
17612703,2.4116,1.3581,69,203526,1536494374
17612803,2.0275,1.0765,27,720373,9303466586
17613375,2.4952,1.4259,65,757018,5801995519
17614215,2.1126,1.293,175,225681,8790355618
17614346,2.1116,1.3577,56,699811,1237461560
17614661,2.0771,1.1026,19,726035,8679966649
17614662,2.3315,1.1166,38,238250,3571001376
17614817,2.0934,1.4395,57,424194,3348890121
17614860,2.0523,1.241,87,705678,9081742495
17616507,2.2671,1.1147,60,7325,3513732261
17616923,2.0807,1.2917,7,203173,6854303457
17617681,2.0914,1.3015,67,6795,5256855055
17617704,2.2079,1.2878,81,479575,6215057357
17618064,2.114,1.3804,15,165745,7021063988
17618074,2.1003,1.4934,58,711444,4054943387
17618598,2.3688,1.4712,8,141379,3178785922
17618873,2.3863,1.1978,13,7113,3974542317
17618925,2.3263,1.378,5,318447,6282451574
17619065,2.0622,1.4805,3,30725,2074933811
17619299,2.4419,1.033,18,348123,8517315303
17620219,2.2392,1.4745,48,420527,7038685199
17620334,2.0073,1.1121,10,171396,5781604363
17620944,2.4858,1.389,736,749870,4909747086
17622348,2.0878,1.4102,17,337958,4338887860
17622405,2.3345,1.2978,52,575708,9496768941
17622667,2.3005,1.2482,6,220842,4233534513
17622741,2.2231,1.2406,20,44620,3910675283
17624447,2.3022,1.2585,70,559055,5943393344
17624795,2.0001,1.2266,70,147005,5156008172
17624967,2.3728,1.3877,69,460523,7789869701
17625203,2.2674,1.1183,68,377994,3588028567
17625555,2.0964,1.3519,169,664906,1577178217
17625661,2.4614,1.2445,194,204965,9110155624
17626060,2.3388,1.0506,77,19250,8032468532
17626717,2.1196,1.39,9,159245,1971715162
17627109,2.3386,1.3176,5,403591,1656255553
17628016,2.0603,1.1329,55,148655,3109132734
17628145,2.2635,1.1207,12,711757,3109132734
17628407,2.2827,1.3037,96,762688,8525624794
17628554,2.2734,1.3104,56,423861,6362865773
17628823,2.388,1.3876,87,131486,7789869701
17629299,2.4829,1.0318,12,6790,1663763627
17629355,2.4813,1.13,44,746964,8670584806
17629641,2.0373,1.1196,18,125232,5781604363
17629777,2.0435,1.4746,16,265550,6936126097
17630766,2.463,1.0059,7,547721,8966637137
17630926,2.374,1.1738,60,542221,4861093827
17631170,2.3667,1.0183,69,492248,4628671813
17631334,2.1748,1.2517,65,577432,5313490064
17631430,2.0517,1.374,140,740161,7021063988
17631548,2.4962,1.0633,39,464056,1728965731
17631828,2.266,1.2567,61,273071,3506473632
17632026,2.3352,1.461,66,767725,3002774559
17632048,2.3234,1.0006,66,728433,3560735149
17632142,2.4338,1.4057,19,177774,5632997879
17632546,2.293,1.4709,10,377965,1533408099
17632753,2.2814,1.388,77,195153,6706708436
17633376,2.4878,1.0352,57,159461,1663763627
17633679,2.072,1.3188,219,349284,4785379926
17633888,2.4426,1.2383,64,549417,9615994461
17633998,2.0249,1.0767,10,464222,7199420770
17634863,2.4947,1.021,12,47070,1663763627
17634928,2.1762,1.1163,67,746582,1732563460
17635319,2.1648,1.2115,134,393006,3086382532
17635453,2.1491,1.2383,117,60459,2739683636
17636147,2.244,1.3868,184,125415,9060493227
17636181,2.2125,1.1181,75,748228,1732563460
17636280,2.1247,1.2049,67,422122,2337680907
17636286,2.1017,1.4762,49,521057,6057206126
17636591,2.4807,1.2537,150,184285,2571962720
17636812,2.057,1.0133,63,150150,5600661085
17636906,2.2691,1.3804,71,212536,6706708436
17637534,2.2166,1.0585,76,271382,7810150060
17637540,2.3407,1.1777,84,60729,4861093827
17637973,2.4868,1.0334,55,364177,8841908386
17639430,2.2466,1.2878,28,304819,3762308553
17639432,2.4614,1.4922,643,566271,9205242790
17639684,2.2702,1.0797,42,315941,6707546857
17640188,2.0704,1.1833,12,368818,3229876087
17640424,2.0519,1.1711,164,234094,9764078387
17640495,2.461,1.2449,55,515724,2571962720
17641280,2.119,1.3126,11,238791,8790355618
17641376,2.148,1.2949,65,653814,5111412226
17641695,2.2863,1.4142,56,510195,5442484608
17641943,2.4659,1.4825,67,233191,3178785922
17642137,2.4695,1.0144,444,399462,1782331806
17642781,2.2916,1.4268,37,760747,7600299291
17643329,2.0262,1.4815,60,303960,6936126097
17643781,2.3601,1.1237,180,179184,6940115252
17644280,2.3005,1.3532,57,493554,8655245424
17645205,2.3371,1.17,65,606773,4861093827
17646194,2.0731,1.2661,34,490410,3076556383
17646353,2.0957,1.118,25,230009,3047002443
17646434,2.3695,1.3355,78,280039,6644108708
17647157,2.4225,1.2228,17,71349,5304570159
17647250,2.1557,1.3304,105,749836,8790355618
17648362,2.2064,1.1067,18,146026,1732563460
17648479,2.0667,1.2822,84,197213,6854303457
17648501,2.0424,1.0467,16,684556,4477046697
17648548,2.2725,1.4538,66,238197,7038685199
17649121,2.0068,1.4687,66,334689,6936126097
17649256,2.4609,1.1014,370,748586,5541564636
17650376,2.1392,1.123,61,555432,4110044452
17650603,2.3569,1.1824,65,140491,4861093827
17650638,2.1645,1.2968,5,149458,8790355618
17651437,2.3546,1.1776,76,666006,4861093827
17651485,2.2431,1.0707,58,167196,7929669489
17651558,2.1331,1.1884,61,332704,2337680907
17651696,2.4053,1.3341,83,599060,1608186657
17651894,2.2331,1.3279,10,142287,9935755425
17652201,2.1488,1.1396,41,320957,1017236154
17652312,2.0685,1.2307,344,522811,1380291167
17653648,2.1636,1.1272,84,568983,4691678575
17653869,2.4495,1.2556,220,783307,2571962720
17654878,2.2785,1.2376,239,696337,9773056775
17655518,2.3891,1.2295,62,782724,2770565993
17656135,2.0451,1.4925,2,391188,9618148729
17656159,2.1945,1.245,3,68649,5675632737
17656987,2.1253,1.0971,23,668680,2696536813
17657474,2.4529,1.2868,23,391386,7942373049
17658498,2.1699,1.2422,66,172011,1214974606
17658573,2.4238,1.0454,160,138442,1314542379
17658731,2.1734,1.3161,157,693690,8790355618
17659436,2.4058,1.3109,16,183340,3695846783
17659753,2.493,1.2659,63,348171,7871954785
17660311,2.0264,1.0771,69,605624,3981920612
17661337,2.0659,1.4671,74,397535,4142372393
17661497,2.0137,1.2206,10,173189,2598654991
17662108,2.0693,1.3084,7,9051,5334589752
17662823,2.044,1.1808,3,287925,3229876087
17662972,2.0258,1.2099,65,220432,5156008172
17663003,2.4502,1.0139,125,328218,9365003624
17663195,2.4143,1.1553,59,67298,5733965825
17664020,2.0007,1.0555,7,290010,7954125509
17664839,2.0499,1.4668,178,51978,5232128865
17665154,2.1338,1.1412,50,233143,7463831010
17665184,2.3528,1.1049,977,405620,3047002443
17665313,2.3734,1.3284,64,618759,6644108708
17665352,2.4631,1.161,162,548756,3596456849
17665966,2.4826,1.4704,10,107411,3178785922
17666102,2.0177,1.1898,3,202043,9764078387
17666950,2.0402,1.2593,3,83207,7829825858
17668282,2.0227,1.3331,57,549259,5992403068
17669048,2.2675,1.1405,62,610622,7881325998
17669289,2.0425,1.4913,11,313662,3617419118
17669446,2.1167,1.1741,92,553943,3130287982
17669680,2.46,1.2132,157,382732,7834777560
17670554,2.4921,1.4446,64,227464,9474162554
17670735,2.2942,1.2789,69,358653,6215057357
17671131,2.0976,1.4267,171,204375,7644714882
17671232,2.3324,1.3379,20,157942,9935755425
17671365,2.0355,1.4136,115,656618,6492209794
17671395,2.3483,1.2812,730,657474,7732742644
17671844,2.3393,1.3358,34,703565,4179997917
17671921,2.0415,1.1743,92,756560,9764078387
17671932,2.4869,1.4269,67,352962,3763725275
17672037,2.2561,1.0804,24,29213,7929669489
17672079,2.1964,1.0953,74,171999,1732563460
17672167,2.4334,1.0799,9,74890,9364592521
17673026,2.2153,1.0695,68,769014,4336717042
17673166,2.0392,1.2906,28,604838,8099882727
17673289,2.0064,1.0913,57,577212,5781604363
17673294,2.009,1.1751,65,212549,2082127512
17673874,2.401,1.3266,78,116483,4168031615
17674388,2.2796,1.4219,70,372079,9487489239
17674852,2.257,1.1019,25,117272,9666796844
17674941,2.0048,1.0742,343,681039,2609133630
17675573,2.1126,1.4667,34,507467,2074133146
17676626,2.2444,1.0245,16,318582,2579101997
17677930,2.1536,1.3788,51,685261,7503509440
17678270,2.2739,1.2997,139,628999,1804841714
17678766,2.4478,1.091,329,303922,8940024726
17679256,2.2937,1.291,18,151150,6854303457
17679596,2.0309,1.1336,42,226818,4231692509
17680424,2.024,1.1832,5,728215,3130287982
17680592,2.3085,1.1312,37,303681,1326517230
17680946,2.04,1.1738,55,286308,1920165196
17681307,2.425,1.1654,22,378171,5733965825
17681614,2.0079,1.2231,47,559298,8949018987
17681908,2.2444,1.0556,62,604073,7810150060
17682191,2.2194,1.1155,59,213911,1732563460
17682344,2.1562,1.1297,77,426217,4691678575
17682576,2.3359,1.319,88,484194,2998156180
17683193,2.3709,1.2634,94,375745,2585551753
17683416,2.3997,1.44,65,141121,4626375496
17683434,2.1265,1.0244,7,654577,6171758350
17683500,2.3845,1.0692,13,14095,5103329101
17683766,2.3173,1.0661,5,387528,7929669489
17683928,2.1884,1.083,32,530114,8904074677
17683986,2.4848,1.0125,15,180811,1663763627
17684090,2.318,1.2504,9,465214,4662611613
17684491,2.2576,1.4669,158,330482,8653170713
17685824,2.0167,1.4199,51,582914,4041053840
17686007,2.1366,1.423,12,374265,5675044797
17686611,2.339,1.0714,753,374779,8032468532
17687042,2.3392,1.0506,79,104285,8032468532
17687261,2.4337,1.2748,68,295733,2234759123
17687573,2.4771,1.0229,70,191161,1663763627
17687865,2.1034,1.2452,81,612021,1380291167
17688433,2.1048,1.1144,30,783207,4690391147
17688739,2.261,1.4619,76,87041,7038685199
17690068,2.2639,1.4324,58,111129,7038685199
17690100,2.116,1.3175,181,148134,8790355618
17690597,2.0229,1.2388,10,33204,7004204555
17690648,2.2205,1.3614,61,640997,4568745791
17690869,2.2998,1.0462,66,387669,9373984994
17690972,2.2137,1.2149,64,19718,1113063429
17691058,2.1966,1.3705,171,500431,1082319594
17691484,2.1401,1.2307,100,78899,2739683636
17691572,2.3541,1.1829,169,42590,4861093827
17691584,2.1112,1.1854,11,228023,9764078387
17691691,2.057,1.3334,14,135722,5334589752
17692032,2.3542,1.1624,63,308687,4861093827
17692283,2.1283,1.1201,69,745503,5723607000
17692941,2.4958,1.2584,66,512965,6787040850
17692961,2.4899,1.4346,66,548282,5801995519
17693833,2.2036,1.0476,81,517399,7810150060
17694769,2.4551,1.4939,10,146948,4466033869
17694779,2.3221,1.0346,50,354479,1168869217
17695046,2.1485,1.045,275,753562,6709409787
17695388,2.178,1.078,17,89353,8904074677
17695988,2.4709,1.2302,9,517626,5301169969
17696847,2.4245,1.3432,3,548842,1656255553
17697216,2.404,1.3437,76,760361,4659529541
17697712,2.3979,1.369,127,606568,1536494374
17697819,2.1828,1.3408,69,141291,7240847236
17697945,2.3133,1.2446,6,727035,1380291167
17698405,2.4119,1.2061,51,759802,5304570159
17698679,2.4747,1.4693,13,81847,9779526392
17699325,2.0706,1.3852,72,495485,1385100836
17699336,2.2439,1.3352,35,435462,5787101027
17699557,2.0873,1.227,62,169366,5675632737
17699746,2.0764,1.0768,59,183003,4336717042
17699970,2.4854,1.4474,41,766658,5210119215
17699986,2.2624,1.3239,45,464857,7788479474
17700300,2.389,1.059,71,152810,5103329101
17700818,2.3405,1.1317,30,408288,9864693439
17701709,2.3016,1.2426,15,300033,4233534513
17703168,2.1282,1.4658,68,684549,2074133146
17703850,2.273,1.0518,17,378128,7199420770
17703974,2.1689,1.0799,35,707406,1728965731
17704307,2.4537,1.119,160,700180,2852927300
17704365,2.1417,1.2467,10,730117,1380291167
17704690,2.1708,1.3048,14,97183,1450678395
17704817,2.2008,1.3405,146,218323,5335193549
17705262,2.0776,1.3387,23,763034,5422010056
17705320,2.0966,1.1736,74,203677,9764078387
17705334,2.4791,1.1641,170,371746,2137941546
17706138,2.1882,1.3538,109,668686,4568745791
17706442,2.3305,1.1709,63,222405,4861093827
17706469,2.4628,1.2865,10,361939,7942373049
17706510,2.3525,1.1794,30,690237,4861093827
17707227,2.11,1.251,19,133894,3910675283
17707244,2.3868,1.141,25,32607,4136606730
17707780,2.1729,1.2243,59,691179,2739683636
17707983,2.1309,1.4132,3,675650,7278590122
17708062,2.0865,1.2948,2,51609,4235083075
17708128,2.2334,1.4432,48,784358,6466855273
17708428,2.2234,1.1592,11,117649,1841689795
17708906,2.4281,1.3408,365,370381,1536494374
17709468,2.4984,1.2565,17,273791,6787040850
17709881,2.3028,1.2883,31,385380,5256855055
17710050,2.1397,1.2799,58,648757,1214974606
17711033,2.1597,1.32,57,196610,6644108708
17711139,2.1312,1.4942,140,133073,4325915199
17711166,2.365,1.3133,163,187748,6644108708
17712650,2.1424,1.4791,106,319392,7516501787
17713173,2.0168,1.2225,34,723295,8855524093
17714038,2.2825,1.4891,135,438875,3472389804
17714231,2.4975,1.2044,76,481493,1978598046
17714626,2.031,1.2383,63,705603,9081742495
17715922,2.1684,1.1246,57,224441,7463831010
17716518,2.1642,1.2179,51,589656,2019786487
17716537,2.0336,1.157,20,21147,2082127512
17716597,2.4181,1.199,72,269205,5304570159
17716724,2.3565,1.171,29,673518,6438240873
17718321,2.4421,1.293,58,574045,7097086698
17719323,2.4294,1.0532,167,701456,1314542379
17719408,2.3444,1.0543,12,70828,8032468532
17719889,2.3152,1.1422,84,532175,6940115252
17720208,2.2676,1.4197,154,540275,7278590122
17721055,2.1952,1.331,17,151245,7240847236
17722022,2.3006,1.168,52,195234,2446061709
17722062,2.3725,1.1598,55,312994,4861093827
17722524,2.0976,1.334,65,134798,7488300618
17722533,2.4691,1.4655,37,481359,9474162554
17722884,2.1806,1.1447,61,517094,2607294907
17723235,2.0365,1.3861,15,619568,7021063988
17723629,2.4763,1.0285,69,454643,5033348570
17723868,2.3505,1.0066,56,536779,2112291371
17724055,2.0566,1.237,58,200165,9081742495
17724101,2.1275,1.448,68,466351,6492209794
17725130,2.413,1.0193,4,470732,9365003624
17725194,2.4243,1.2002,65,120314,7312165178
17725537,2.0782,1.1516,19,655512,4231692509
17725540,2.3832,1.1659,77,589611,7897512793
17726088,2.3284,1.1321,66,552310,6940115252
17726556,2.0421,1.0502,46,478901,4336717042
17726727,2.2707,1.4543,67,590324,9185047092
17726976,2.3771,1.3168,5,148161,3601994721
17727122,2.3437,1.326,58,366050,5079924059
17727126,2.2011,1.2482,165,93853,3910675283
17727173,2.014,1.2014,65,613668,4729896908
17727607,2.194,1.4669,401,333249,8653170713
17727786,2.1104,1.1944,17,308077,3229876087
17727964,2.4846,1.3769,159,286837,8831215876
17728645,2.3677,1.0871,68,96360,9664549861
17728681,2.2513,1.0509,100,441528,7199420770
17728703,2.4198,1.1283,7,327588,4537717910
17728709,2.4891,1.4056,161,337237,1200418561
17728831,2.2436,1.4318,35,101311,5720905377
17728860,2.4275,1.0047,88,518866,1136965912
17730304,2.1224,1.2347,4,552969,1380291167
17730596,2.4452,1.0197,57,218352,1663763627
17730999,2.1796,1.0444,10,380483,2725217975
17732982,2.4172,1.05,8,622377,7283077700
17733839,2.3056,1.244,55,501959,7164783554
17734060,2.2125,1.1111,52,529160,1732563460
17734171,2.4423,1.0565,80,483315,6246622940
17734876,2.4521,1.0205,136,330291,9365003624
17735268,2.1682,1.064,16,18729,8904074677
17735713,2.1868,1.2919,2,412627,2343525997
17735885,2.2967,1.1426,72,745796,7881325998
17735948,2.1529,1.3334,90,739923,8790355618
17736321,2.2001,1.4391,8,48605,8334082176
17736405,2.3826,1.2036,69,403192,3974542317
17736588,2.3691,1.3425,58,453993,2998156180
17737374,2.1304,1.1937,31,682492,3229876087
17737926,2.4901,1.2638,7,186441,7871954785
17738750,2.0754,1.3422,34,544939,3297144794
17738941,2.3123,1.0416,58,286389,9759119917
17740311,2.0423,1.0589,858,348429,1591245298
17740334,2.4959,1.2445,65,366196,6787040850
17740629,2.3817,1.0006,8,92148,7736616367
17740755,2.3739,1.3019,83,745779,7942373049
17741107,2.0959,1.1073,72,225611,3047002443
17741168,2.352,1.3659,13,195953,4659529541
17741270,2.0858,1.012,70,78138,5600661085
17741427,2.1789,1.4077,9,409109,5991509451
17741433,2.2137,1.1078,50,611256,1732563460
17741439,2.0059,1.2728,35,597712,8671246084
17741630,2.1415,1.4418,233,555599,7644714882
17741794,2.3056,1.2575,65,180435,2585551753
17742000,2.4889,1.4579,61,68249,6474510758
17742583,2.1601,1.3154,4,188488,8790355618
17743144,2.0338,1.0528,55,483961,6709409787
17743673,2.4108,1.249,732,326412,9110155624
17744379,2.0688,1.4019,18,157409,7278590122
17744429,2.1243,1.3079,25,750895,1450678395
17744496,2.4212,1.299,68,212621,3695846783
17744525,2.204,1.2805,47,399013,6215057357
17745014,2.0475,1.1749,295,770118,3229876087
17745112,2.4872,1.1315,54,350044,3135205757
17745227,2.3372,1.135,68,415123,1326517230
17745358,2.0539,1.3468,20,509550,3297144794
17746328,2.1,1.093,158,622834,1732563460
17746465,2.2725,1.0096,16,422167,9386144778
17746821,2.3895,1.2208,176,281864,5301169969
17747034,2.3888,1.3756,65,590121,6282451574
17747041,2.0371,1.4904,11,333979,6691588909
17747263,2.4845,1.2429,75,384777,6787040850
17747479,2.1585,1.1451,65,444939,4691678575
17747592,2.1026,1.3065,68,757110,8790355618
17747846,2.4503,1.1188,73,276166,8670584806
17748120,2.3181,1.2477,65,311445,2585551753
17748265,2.1452,1.1273,330,227820,3109132734
17749196,2.2866,1.3706,66,536581,6706708436
17749439,2.1162,1.0351,183,84969,8106965613
17749620,2.2864,1.4464,65,64434,7102786166
17749631,2.1295,1.2529,99,138796,4143194894
17749772,2.1455,1.3199,188,43368,4182637650
17750003,2.086,1.4891,69,22286,2367979052
17750188,2.1543,1.2244,16,199177,3024205669
17750359,2.0008,1.3802,27,723313,4952112729
17750410,2.3602,1.0941,5,521173,3411026024
17750679,2.3352,1.1504,14,569699,6940115252
17750869,2.075,1.4167,36,364662,6492209794
17751065,2.3351,1.0619,7,668711,8032468532
17751521,2.2789,1.2339,55,85392,4233534513
17751558,2.404,1.3528,58,143381,4179997917
17751586,2.1082,1.0133,60,689406,8687844587
17751763,2.053,1.2926,7,24393,6854303457
17751901,2.0009,1.4166,1,349761,9380007667
17752149,2.3959,1.163,18,614076,6438240873
17753176,2.025,1.2472,1,407342,7004204555
17753380,2.1008,1.2074,73,313339,1380291167
17754519,2.0164,1.2113,64,99306,5156008172
17755621,2.0536,1.0173,6,775606,8829095153
17755665,2.1018,1.1005,64,566290,8679966649
17755788,2.117,1.0784,481,224732,8904074677
17755842,2.3566,1.258,2,607999,2585551753
17756054,2.038,1.0377,167,262013,6709409787
17757723,2.4543,1.2894,64,184129,3074081421
17758353,2.3602,1.1411,45,677064,7637611146
17758862,2.4969,1.2547,38,414319,7871954785
17759457,2.0075,1.1021,64,650852,5781604363
17759725,2.0297,1.1024,13,189555,3729391558
17760297,2.0548,1.4138,56,380876,7323905251
17760505,2.2479,1.1387,172,664227,3513732261
17760909,2.2474,1.4713,58,762188,7038685199
17761585,2.0606,1.1435,65,391263,4231692509
17762633,2.2207,1.048,76,174732,7810150060
17763036,2.0154,1.1684,1,172277,9764078387
17763158,2.2306,1.2813,7,210347,4606837364
17763242,2.1448,1.3745,10,570520,7021063988
17763245,2.4862,1.1171,23,151423,3135205757
17763640,2.4226,1.3397,61,351928,9333530674
17764193,2.3484,1.1871,65,570845,4861093827
17764502,2.4795,1.3435,56,744695,5759149180
17764665,2.3774,1.1991,8,217559,7640288012
17764917,2.4608,1.1747,3,240825,1031277804
17764962,2.3773,1.1083,268,487591,3571001376
17765798,2.3025,1.4046,69,715906,9060493227
17766710,2.4543,1.2257,62,55329,9615994461
17766716,2.2182,1.273,70,126853,6215057357
17767078,2.1337,1.0819,11,120972,9364592521
17767253,2.264,1.3085,65,136080,9935755425
17767266,2.1209,1.3857,69,162957,8396039622
17767734,2.2455,1.1847,167,673777,2187764354
17767753,2.4231,1.2903,33,626483,7097086698
17768215,2.065,1.2071,920,389253,7834777560
17768730,2.2822,1.2471,72,14404,6552965938
17768896,2.0228,1.3817,65,572401,7323905251
17768976,2.1285,1.0633,48,109915,8904074677
17769055,2.2606,1.4147,58,486021,6706708436
17769123,2.0703,1.1783,6,205219,9764078387
17770964,2.2035,1.1499,165,348989,3513732261
17771071,2.0009,1.1852,63,489855,4729896908
17771128,2.4963,1.2443,70,525949,6787040850
17771713,2.473,1.4619,65,285146,9474162554
17772208,2.2636,1.4439,65,546535,7038685199
17772788,2.4693,1.4565,57,663499,5801995519
17772904,2.012,1.1736,114,692393,2082127512
17773023,2.0891,1.2598,29,666341,5675632737
17773042,2.0956,1.414,27,575522,3348890121
17774168,2.4479,1.0206,55,370570,5033348570
17774309,2.0997,1.2413,31,702803,1380291167
17774319,2.3674,1.322,127,15312,6644108708
17774806,2.1891,1.0921,5,356440,1732563460
17774874,2.0959,1.2241,73,170757,5675632737
17775134,2.1627,1.1658,5,184611,9764078387
17775674,2.2621,1.0658,64,30752,7929669489
17775893,2.1644,1.1418,30,281928,9864693439
17776519,2.1211,1.1174,14,141569,4110044452
17777045,2.2503,1.4513,54,4781,7038685199
17777880,2.0518,1.1091,70,452950,4868301943
17778009,2.4163,1.2123,163,90233,5301169969
17778402,2.3252,1.2123,19,764287,1219514528
17778754,2.1096,1.3303,55,349610,1656255553
17778765,2.3351,1.3443,25,189905,1188605085
17779643,2.3475,1.365,62,135090,9333530674
17781328,2.1326,1.0656,94,607820,8106965613
17781377,2.3373,1.0526,55,73620,8032468532
17781742,2.214,1.1702,3,115972,1841689795
17781987,2.2,1.1007,159,684853,1732563460
17782016,2.3659,1.339,7,55734,6644108708
17782948,2.2589,1.2755,59,319784,6215057357
17782977,2.2592,1.2592,51,406176,9131412124
17783040,2.3271,1.0927,73,139273,3157530019
17783120,2.2084,1.4879,4,271329,4011083602
17784268,2.046,1.3189,53,567705,8286292454
17784793,2.0346,1.4831,10,780733,6936126097
17785762,2.0949,1.1742,44,78558,9764078387
17785988,2.2529,1.0626,9,363545,7929669489
17786056,2.3091,1.0845,206,320542,9373984994
17786135,2.2978,1.3501,32,630345,8074414179
17786191,2.2364,1.2594,66,139735,4374582281
17786759,2.4547,1.4925,70,330725,4466033869
17786842,2.4396,1.1996,173,112393,3974542317
17786972,2.0801,1.2416,52,630753,1380291167
17787213,2.0924,1.244,65,727019,1380291167
17787516,2.2182,1.0406,61,171227,5830680661
17787647,2.0539,1.2867,68,53505,6854303457
17787946,2.1739,1.4273,14,753160,3614695108
17788844,2.3115,1.2318,80,341637,4233534513
17789318,2.4251,1.3052,54,121721,3695846783
17789483,2.1523,1.3723,41,391020,8904900131
17789543,2.3435,1.3448,72,497993,2998156180
17789730,2.4952,1.2605,53,237022,7871954785
17789909,2.2913,1.1121,47,439860,3588028567
17790070,2.1173,1.3318,8,381243,8076001163
17790454,2.3598,1.1751,71,615641,4861093827
17790455,2.0123,1.1209,24,645091,9929729717
17790686,2.1949,1.3211,37,397903,2343525997
17790856,2.2271,1.3985,61,386185,2552774242
17791156,2.0971,1.4853,68,381475,2074133146
17791508,2.1983,1.2485,160,540169,3910675283
17791530,2.0909,1.0583,3,102117,4336717042
17791664,2.3413,1.1717,72,35531,4861093827
17792255,2.3056,1.2598,76,548665,2585551753
17792265,2.3923,1.451,230,630125,1533408099
17792337,2.2647,1.4517,61,420689,7038685199
17792523,2.2828,1.3716,14,539732,8725643775
17792989,2.211,1.3541,58,194523,7240847236
17793187,2.0997,1.2019,286,767771,3229876087
17793293,2.105,1.3835,39,481398,5991509451
17793395,2.4342,1.1685,101,119364,5733965825
17793762,2.1168,1.1187,156,506972,4691678575
17794225,2.3585,1.146,68,503061,8072176981
17794940,2.1342,1.0415,43,524494,5906186883
17795196,2.2272,1.021,27,85085,8632201887
17796618,2.2128,1.0357,158,292050,5830680661
17796705,2.3453,1.1823,53,119169,4861093827
17797866,2.0386,1.0682,19,507750,9778673479
17797895,2.1242,1.4733,169,281289,3472389804
17798451,2.4561,1.209,59,767185,5301169969
17798588,2.3457,1.1596,21,504607,8072176981
17798871,2.3916,1.0372,11,152632,9386144778
17799070,2.4103,1.0055,78,551223,3127147709
17799149,2.0994,1.3561,46,352690,3297144794
17799223,2.3292,1.3334,9,542691,5805133287
17799421,2.1424,1.0616,61,563662,8904074677
17799919,2.042,1.3019,90,578778,6854303457
17800256,2.4955,1.2572,63,72283,6787040850
17800291,2.1295,1.4263,153,278989,7644714882
17800535,2.0097,1.3418,562,543278,5334589752
17800576,2.2614,1.0797,74,197363,7929669489
17801191,2.0324,1.0389,108,211273,4336717042
17801492,2.0942,1.2187,79,568871,1380291167
17801609,2.2333,1.4431,19,157521,7102786166
17802012,2.2773,1.3229,30,729205,5335193549
17802160,2.062,1.0988,7,475618,5828455274
17802559,2.3875,1.3629,69,100205,1536494374
17802853,2.1577,1.4526,39,731359,1327075245
17802922,2.399,1.0159,336,596451,8687844587
17802973,2.2304,1.0591,48,573822,7810150060
17803469,2.1026,1.4787,65,159014,2074133146
17804008,2.4533,1.4231,17,229239,5632997879
17805240,2.313,1.2562,175,721701,5448001036
17805830,2.147,1.0345,151,217528,5906186883
17805904,2.3242,1.065,76,143152,8032468532
17807310,2.1491,1.127,21,17710,3109132734
17807418,2.4385,1.2507,15,73984,9615994461
17807472,2.1409,1.1301,158,672707,1430541006
17807542,2.4399,1.044,68,617338,5033348570
17808052,2.3597,1.1595,65,644820,2607294907
17808122,2.006,1.4423,67,419623,8126951608
17808369,2.0655,1.3011,11,136806,6854303457
17808529,2.1638,1.3287,382,277692,8790355618
17808634,2.2658,1.4662,20,490330,8653170713
17808778,2.3551,1.1649,70,380829,4861093827
17808980,2.0518,1.2308,24,111834,9081742495
17809124,2.1074,1.1282,69,743843,5723607000
17810078,2.4043,1.3733,70,456055,1536494374
17810255,2.4387,1.3517,43,633540,5529091830
17810361,2.4273,1.2009,9,58841,1832821100
17811208,2.2879,1.3919,10,598608,8603903146
17811239,2.4832,1.2563,171,307048,6787040850
17811300,2.0641,1.1754,8,241146,9764078387
